"","country","year","month","cumulative_total_cases","daily_new_cases","active_cases","cumulative_total_deaths","daily_new_deaths","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines"
"472","Cyprus",2021,10,124425,114,7079,575,0,0,0,0,0,1173,0,0,0,1309,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"473","Cyprus",2021,11,134473,613,9506,597,3,0,0,0,0,7103,0,0,0,7927,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"474","Cyprus",2021,12,135503,538,10535,598,0,1390192,631421,590288,8476,7304,155.15,70.47,65.88,8152,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"475","Cyprus",2021,2,35178,287,4798,231,0,0,0,0,0,3133,0,0,0,3497,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"476","Cyprus",2021,3,46492,440,12062,256,0,0,0,0,0,2292,0,0,0,2558,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"477","Cyprus",2021,4,66134,0,15099,308,0,0,0,0,0,6444,0,0,0,7192,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"478","Cyprus",2021,5,73458,51,3750,360,0,0,0,0,0,10329,0,0,0,11528,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"479","Cyprus",2021,6,76909,435,3913,374,0,809234,462527,346707,0,5852,90.32,51.62,38.69,6531,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"480","Cyprus",2021,7,103360,534,19871,421,2,0,0,0,0,4086,0,0,0,4560,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"481","Cyprus",2021,8,115456,291,17091,503,2,0,0,0,0,2530,0,0,0,2824,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"482","Cyprus",2021,9,120196,131,12482,553,0,0,0,0,0,2296,0,0,0,2562,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"483","Denmark",2020,12,163479,2249,34905,1298,42,0,32590,1,0,0,0,0.56,0,0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"484","Denmark",2021,1,198472,377,9029,2125,19,0,173756,82563,0,0,0,2.99,1.42,0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"485","Denmark",2021,10,387783,1532,19048,2714,1,9157995,4477319,4409297,0,13762,157.54,77.02,75.85,2367,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"486","Denmark",2021,11,487401,4148,81388,2895,12,9829418,4569316,4456573,38220,32419,169.08,78.6,76.66,5577,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"487","Denmark",2021,12,497201,4680,91171,2912,3,10214910,4638584,4486874,61072,43296,175.72,79.79,77.18,7448,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"488","Denmark",2021,2,211195,463,6653,2361,3,586786,411894,174880,11994,16699,10.09,7.09,3.01,2873,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"489","Denmark",2021,3,230603,701,9199,2419,2,1096425,722404,373968,22543,18567,18.86,12.43,6.43,3194,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"490","Denmark",2021,4,251428,874,9735,2485,2,1952964,1321871,630974,17383,33589,33.59,22.74,10.85,5778,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"491","Denmark",2021,5,281227,844,13233,2516,0,3438667,2146936,1254572,89598,50235,59.15,36.93,21.58,8641,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"492","Denmark",2021,6,293677,340,2953,2534,0,5263950,3324926,1946908,70857,59582,90.55,57.2,33.49,10249,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"493","Denmark",2021,7,316807,739,11076,2549,1,7353542,4187434,3179653,26591,56468,126.5,72.03,54.7,9714,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"494","Denmark",2021,8,345693,843,12646,2584,4,8574500,4395805,4197522,20484,20886,147.5,75.62,72.21,3593,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"495","Denmark",2021,9,358796,427,5047,2656,2,8854192,4446622,4363134,5170,6192,152.31,76.49,75.05,1065,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
"496","Djibouti",2021,10,13478,0,48,181,0,0,0,0,0,592,0,0,0,591,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"497","Djibouti",2021,11,13504,0,25,186,0,0,0,0,0,597,0,0,0,596,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"498","Djibouti",2021,12,13505,1,24,187,1,108945,82858,26087,0,639,10.87,8.27,2.6,638,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"499","Djibouti",2021,4,11100,74,249,143,0,0,0,0,0,202,0,0,0,202,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"500","Djibouti",2021,5,11533,5,10,154,0,0,0,0,0,802,0,0,0,800,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"501","Djibouti",2021,6,11602,0,4,155,0,0,0,0,0,551,0,0,0,550,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"502","Djibouti",2021,7,11651,0,5,156,0,0,0,0,0,551,0,0,0,550,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"503","Djibouti",2021,8,11750,3,44,157,0,0,0,0,0,328,0,0,0,327,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"504","Djibouti",2021,9,12811,106,495,167,0,0,0,0,0,592,0,0,0,591,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"505","Dominica",2021,10,4823,40,454,32,0,0,0,0,0,190,0,0,0,2633,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"506","Dominica",2021,11,6028,73,375,38,0,0,0,0,0,42,0,0,0,582,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"507","Dominica",2021,12,6120,92,369,39,1,56179,29064,27115,0,60,77.84,40.27,37.57,831,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"508","Dominica",2021,2,142,0,15,0,0,0,0,0,0,675,0,0,0,9353,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"509","Dominica",2021,3,161,0,8,0,0,17674,17674,0,0,267,24.49,24.49,0,3699,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"510","Dominica",2021,4,174,0,2,0,0,0,0,0,0,700,0,0,0,9699,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"511","Dominica",2021,5,188,0,2,0,0,37080,19809,17271,0,170,51.38,27.45,23.93,2355,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"512","Dominica",2021,6,193,0,2,0,0,0,0,0,0,104,0,0,0,1441,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"513","Dominica",2021,7,210,0,10,0,0,0,0,0,0,33,0,0,0,457,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"514","Dominica",2021,8,1638,0,638,4,0,0,0,0,0,92,0,0,0,1275,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"515","Dominica",2021,9,3481,188,524,20,5,0,0,0,0,267,0,0,0,3699,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"516","Dominican Republic",2021,10,381667,693,6437,4130,1,13277959,6728113,5326123,4154,31716,121.22,61.42,48.62,2895,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"517","Dominican Republic",2021,11,407251,138,3151,4204,0,13816937,6875984,5601216,18306,12695,126.14,62.77,51.14,1159,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"518","Dominican Republic",2021,12,407629,155,2583,4210,0,13940037,6910029,5650591,0,11298,127.26,63.08,51.59,1031,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"519","Dominican Republic",2021,2,239617,608,45179,3100,7,0,0,0,0,5574,0,0,0,509,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"520","Dominican Republic",2021,3,252727,343,37246,3325,8,0,0,0,0,19281,0,0,0,1760,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"521","Dominican Republic",2021,4,266561,347,36689,3480,9,1970018,1174227,795791,34518,37916,17.98,10.72,7.27,3461,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"522","Dominican Republic",2021,5,292786,876,47562,3628,0,4311374,3223950,1087424,97211,66515,39.36,29.43,9.93,6072,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"523","Dominican Republic",2021,6,325221,857,55320,3822,7,7842179,4949582,2892597,96141,62849,71.59,45.19,26.41,5738,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"524","Dominican Republic",2021,7,341905,395,14609,3963,7,10140333,5543146,4215901,20403,57009,92.57,50.61,38.49,5205,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"525","Dominican Republic",2021,8,350173,156,4978,4008,1,11152044,5815574,4658577,40496,31319,101.81,53.09,42.53,2859,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"526","Dominican Republic",2021,9,359047,592,5597,4046,0,11919643,6069351,4907894,30378,20797,108.82,55.41,44.81,1899,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"527","Ecuador",2021,1,250828,1049,16425,24589,8,7133,7133,0,42,469,0.04,0.04,0,26,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"528","Ecuador",2021,10,517262,60,40402,32980,0,22597171,12630462,10315176,3095,88302,126.32,70.61,57.66,4936,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"529","Ecuador",2021,11,526870,0,49740,33250,0,25200571,13766680,11451335,106725,105227,140.88,76.96,64.02,5882,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"530","Ecuador",2021,12,526870,0,49740,33250,0,25309620,13796237,11501793,109049,98616,141.49,77.12,64.3,5513,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"531","Ecuador",2021,2,286155,1808,12754,25503,31,76547,70004,6543,4,4456,0.43,0.39,0.04,249,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"532","Ecuador",2021,3,328755,1430,20575,26496,64,468665,400735,67930,12581,14004,2.62,2.24,0.38,783,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"533","Ecuador",2021,4,381862,1173,35058,28206,76,1502538,1249905,252633,68670,47697,8.4,6.99,1.41,2666,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"534","Ecuador",2021,5,426037,196,20823,30063,26,2896575,2101930,794645,58935,42540,16.19,11.75,4.44,2378,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"535","Ecuador",2021,6,458504,1015,3816,31000,14,4821053,3369155,1451898,80269,63597,26.95,18.83,8.12,3555,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"536","Ecuador",2021,7,487372,828,11861,31631,40,12477610,10013732,2463878,243767,253699,69.75,55.98,13.77,14182,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"537","Ecuador",2021,8,501743,542,25604,32259,15,19456354,10817074,8817252,159948,197831,108.76,60.47,49.29,11059,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"538","Ecuador",2021,9,510177,564,33513,32784,17,20896804,11350433,9918613,55454,46496,116.82,63.45,55.45,2599,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
"539","Egypt",2021,1,165951,533,26999,9316,53,0,0,0,0,604,0,0,0,6,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"540","Egypt",2021,10,331017,933,34099,18651,59,0,0,0,0,431801,0,0,0,4142,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"541","Egypt",2021,11,358578,949,40568,20474,62,0,0,0,0,439094,0,0,0,4212,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"542","Egypt",2021,12,360435,919,40976,20594,57,43976245,27979218,16827971,0,476012,42.18,26.84,16.14,4566,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"543","Egypt",2021,2,182424,595,30844,10688,49,0,0,0,0,2915,0,0,0,28,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"544","Egypt",2021,3,202131,699,35442,11995,39,0,0,0,0,14118,0,0,0,135,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"545","Egypt",2021,4,227552,1021,43440,13339,61,0,0,0,0,30486,0,0,0,292,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"546","Egypt",2021,5,262650,984,55442,15096,49,0,0,0,0,97680,0,0,0,937,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"547","Egypt",2021,6,281282,251,53729,16169,21,0,0,0,0,28123,0,0,0,270,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"548","Egypt",2021,7,284262,47,37370,16524,6,0,0,0,0,35160,0,0,0,337,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"549","Egypt",2021,8,288441,279,32362,16736,9,0,0,0,0,203780,0,0,0,1955,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"550","Egypt",2021,9,304524,741,30307,17331,37,16959764,11113946,5845818,0,271721,16.27,10.66,5.61,2606,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"551","El Salvador",2021,10,114764,266,16155,3629,7,0,0,0,0,28558,0,0,0,4381,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"552","El Salvador",2021,11,119803,0,13045,3776,2,9179875,4428668,4059302,0,15091,140.83,67.94,62.27,2315,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"553","El Salvador",2021,12,119803,0,13042,3779,1,9305444,4448067,4099822,22910,16189,142.75,68.24,62.9,2484,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"554","El Salvador",2021,2,60181,160,3015,1854,7,0,0,0,0,1827,0,0,0,280,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"555","El Salvador",2021,3,64726,153,1072,2014,8,99855,99855,0,0,5979,1.53,1.53,0,917,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"556","El Salvador",2021,4,69198,0,2198,2124,4,915725,839870,75855,40656,31022,14.05,12.88,1.16,4759,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"557","El Salvador",2021,5,73702,151,3045,2249,4,1925770,1140890,784880,0,33227,29.54,17.5,12.04,5097,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"558","El Salvador",2021,6,79158,195,4205,2381,5,0,0,0,0,33009,0,0,0,5064,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"559","El Salvador",2021,7,86913,293,8019,2629,16,0,0,0,0,53351,0,0,0,8185,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"560","El Salvador",2021,8,95782,284,13124,2918,9,6298361,3539933,2758428,90467,72014,96.62,54.31,42.32,11048,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"561","El Salvador",2021,9,105345,328,15260,3234,12,7584818,4107518,3416168,59214,40975,116.36,63.01,52.41,6286,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
"562","Equatorial Guinea",2021,10,13368,0,508,167,0,0,0,0,0,807,0,0,0,557,"Sinopharm/Beijing"
"563","Equatorial Guinea",2021,11,13592,13,74,175,2,0,0,0,0,343,0,0,0,237,"Sinopharm/Beijing"
"564","Equatorial Guinea",2021,12,13599,7,78,175,0,446624,247933,198691,0,322,30.8,17.1,13.7,222,"Sinopharm/Beijing"
"565","Equatorial Guinea",2021,3,6914,0,317,102,0,0,0,0,0,490,0,0,0,338,"Sinopharm/Beijing"
"566","Equatorial Guinea",2021,4,7694,0,303,112,0,0,0,0,0,3780,0,0,0,2607,"Sinopharm/Beijing"
"567","Equatorial Guinea",2021,5,8529,0,265,118,0,224503,148085,76418,0,3204,15.48,10.21,5.27,2210,"Sinopharm/Beijing"
"568","Equatorial Guinea",2021,6,8734,0,92,121,0,265110,150609,114501,0,804,18.28,10.39,7.9,555,"Sinopharm/Beijing"
"569","Equatorial Guinea",2021,7,8880,0,120,123,0,0,0,0,0,878,0,0,0,606,"Sinopharm/Beijing"
"570","Equatorial Guinea",2021,8,9477,151,472,126,2,0,0,0,0,2059,0,0,0,1420,"Sinopharm/Beijing"
"571","Equatorial Guinea",2021,9,12362,148,1207,147,1,397083,225011,167635,0,1525,27.39,15.52,11.56,1052,"Sinopharm/Beijing"
"572","Estonia",2020,12,27989,737,9434,229,3,2475,2475,3,586,571,0.19,0.19,0,431,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"573","Estonia",2021,1,44208,468,10051,419,8,38535,28083,10543,538,1805,2.91,2.12,0.8,1362,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"574","Estonia",2021,10,193969,1877,25354,1531,15,1433107,795784,760207,1092,2625,108.14,60.05,57.37,1981,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"575","Estonia",2021,11,222583,723,18611,1798,0,1480790,828061,788470,1568,1296,111.74,62.49,59.5,978,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"576","Estonia",2021,12,223688,520,16584,1808,5,1496047,833531,800741,2243,1444,112.89,62.9,60.42,1090,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"577","Estonia",2021,2,65600,1201,15103,589,5,112684,78604,34908,310,3428,8.5,5.93,2.63,2587,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"578","Estonia",2021,3,106421,1006,23660,902,6,266719,202966,67070,5975,4493,20.13,15.32,5.06,3390,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"579","Estonia",2021,4,122042,385,9607,1161,3,459061,336667,130538,11860,7623,34.64,25.41,9.85,5752,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"580","Estonia",2021,5,129543,58,5218,1252,1,706238,472394,262107,3716,8646,53.29,35.65,19.78,6524,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"581","Estonia",2021,6,131064,36,2444,1269,0,955338,559263,441852,8853,5918,72.09,42.2,33.34,4466,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"582","Estonia",2021,7,133557,249,3387,1272,0,1133027,638419,564012,2958,4819,85.5,48.18,42.56,3636,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"583","Estonia",2021,8,141955,357,7125,1292,1,1272021,727052,636771,5028,4176,95.99,54.86,48.05,3151,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"584","Estonia",2021,9,156256,788,10956,1357,5,1368720,758399,714824,2800,2914,103.28,57.23,53.94,2199,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"585","Ethiopia",2021,10,365167,207,18966,6459,8,4774947,3515870,1259077,25245,68727,4.05,2.98,1.07,583,"Oxford/AstraZeneca"
"586","Ethiopia",2021,11,371536,190,15744,6755,5,9310295,7864977,1445318,294463,433949,7.9,6.67,1.23,3681,"Oxford/AstraZeneca"
"587","Ethiopia",2021,12,371803,131,15713,6784,13,10364843,8911330,1453513,35291,67661,8.79,7.56,1.23,574,"Oxford/AstraZeneca"
"588","Ethiopia",2021,4,257442,1024,54892,3688,30,1114500,1114500,0,14886,29055,0.95,0.95,0,246,"Oxford/AstraZeneca"
"589","Ethiopia",2021,5,271541,196,28642,4165,10,1813739,1813739,0,8733,18470,1.54,1.54,0,157,"Oxford/AstraZeneca"
"590","Ethiopia",2021,6,276174,137,11482,4320,0,2019163,2019163,0,9072,4552,1.71,1.71,0,39,"Oxford/AstraZeneca"
"591","Ethiopia",2021,7,280365,341,12480,4385,2,2217097,2217097,0,759,6467,1.88,1.88,0,55,"Oxford/AstraZeneca"
"592","Ethiopia",2021,8,308134,1324,26617,4675,15,2451950,0,0,192,10613,2.08,0,0,90,"Oxford/AstraZeneca"
"593","Ethiopia",2021,9,345674,1352,27286,5582,48,3704307,2853785,850522,43675,34865,3.14,2.42,0.72,296,"Oxford/AstraZeneca"
"594","Faeroe Islands",2021,1,654,0,5,1,0,0,0,0,0,83,0,0,0,1692,"Moderna, Pfizer/BioNTech"
"595","Faeroe Islands",2021,10,2145,63,705,2,0,77555,39719,37836,0,131,158.1,80.97,77.13,2671,"Moderna, Pfizer/BioNTech"
"596","Faeroe Islands",2021,11,3626,73,460,13,0,78347,40205,38142,0,140,159.72,81.96,77.76,2854,"Moderna, Pfizer/BioNTech"
"597","Faeroe Islands",2021,2,658,0,0,1,0,0,0,0,0,174,0,0,0,3547,"Moderna, Pfizer/BioNTech"
"598","Faeroe Islands",2021,3,661,0,0,1,0,0,0,0,0,187,0,0,0,3812,"Moderna, Pfizer/BioNTech"
"599","Faeroe Islands",2021,4,664,1,1,1,0,0,0,0,0,579,0,0,0,11804,"Moderna, Pfizer/BioNTech"
"600","Faeroe Islands",2021,5,718,0,46,1,0,0,0,0,0,471,0,0,0,9602,"Moderna, Pfizer/BioNTech"
"601","Faeroe Islands",2021,6,776,1,14,1,0,47304,28443,18861,0,338,96.43,57.98,38.45,6891,"Moderna, Pfizer/BioNTech"
"602","Faeroe Islands",2021,7,983,1,38,2,1,0,0,0,0,323,0,0,0,6585,"Moderna, Pfizer/BioNTech"
"603","Faeroe Islands",2021,8,1001,1,6,2,0,71169,36711,34458,229,110,145.09,74.84,70.25,2242,"Moderna, Pfizer/BioNTech"
"604","Faeroe Islands",2021,9,1178,17,104,2,0,0,0,0,0,91,0,0,0,1855,"Moderna, Pfizer/BioNTech"
"605","Fiji",2021,10,52171,8,1937,674,0,0,0,0,0,3434,0,0,0,3803,"Oxford/AstraZeneca"
"606","Fiji",2021,11,52520,14,758,696,0,1237108,651320,585788,0,2984,137.02,72.14,64.88,3305,"Oxford/AstraZeneca"
"607","Fiji",2021,12,52541,9,738,697,0,1245234,655857,589377,0,1587,137.92,72.64,65.28,1758,"Oxford/AstraZeneca"
"608","Fiji",2021,3,67,0,1,2,0,0,0,0,0,233,0,0,0,258,"Oxford/AstraZeneca"
"609","Fiji",2021,4,117,1,50,2,0,0,0,0,0,1762,0,0,0,1951,"Oxford/AstraZeneca"
"610","Fiji",2021,5,438,32,267,4,0,0,0,0,0,3396,0,0,0,3761,"Oxford/AstraZeneca"
"611","Fiji",2021,6,4418,274,3515,21,0,0,0,0,0,6335,0,0,0,7016,"Oxford/AstraZeneca"
"612","Fiji",2021,7,29781,1121,21830,246,7,0,0,0,0,12693,0,0,0,14058,"Oxford/AstraZeneca"
"613","Fiji",2021,8,46716,505,19450,505,7,825552,558944,266608,0,5924,91.43,61.91,29.53,6561,"Oxford/AstraZeneca"
"614","Fiji",2021,9,51023,70,13319,624,0,0,0,0,0,5857,0,0,0,6487,"Oxford/AstraZeneca"
"615","Finland",2021,1,45238,367,13567,671,0,176740,157059,19681,0,8066,3.19,2.83,0.35,1454,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"616","Finland",2021,10,157531,0,110373,1158,0,8211556,4232721,3886232,0,16700,148,76.29,70.04,3010,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"617","Finland",2021,11,186538,916,139203,1335,0,0,0,0,0,17866,0,0,0,3220,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"618","Finland",2021,12,189730,1622,142374,1356,8,8748276,4306712,4059052,0,21521,157.67,77.62,73.16,3879,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"619","Finland",2021,2,57672,620,10930,742,0,476306,391292,85014,0,14717,8.58,7.05,1.53,2652,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"620","Finland",2021,3,77452,607,30608,844,18,0,0,0,0,17205,0,0,0,3101,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"621","Finland",2021,4,86808,195,39894,914,1,0,0,0,0,30936,0,0,0,5576,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"622","Finland",2021,5,92488,56,45532,956,8,0,0,0,0,39657,0,0,0,7148,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"623","Finland",2021,6,95742,355,48769,973,1,0,0,0,0,41391,0,0,0,7460,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"624","Finland",2021,7,106802,794,59820,982,0,0,0,0,0,39129,0,0,0,7052,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"625","Finland",2021,8,127182,617,80164,1018,0,0,0,0,0,35616,0,0,0,6419,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"626","Finland",2021,9,141552,663,94480,1072,0,0,0,0,0,22811,0,0,0,4111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
