"","country","year","month","cumulative_total_cases","daily_new_cases","active_cases","cumulative_total_deaths","daily_new_deaths","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines"
"892","Israel",2021,6,843677,310,3783,6428,0,10801982,5615811,5186171,19584,14004,116.26,60.44,55.82,1507,"Moderna, Pfizer/BioNTech"
"893","Israel",2021,7,876264,2101,20710,6473,4,11209443,5801971,5392332,10998,17436,120.65,62.45,58.04,1877,"Moderna, Pfizer/BioNTech"
"894","Israel",2021,8,1078393,10450,95583,7043,0,13784394,6000814,5503085,133168,99354,148.36,64.59,59.23,10694,"Moderna, Pfizer/BioNTech"
"895","Israel",2021,9,1285450,4397,49542,7761,29,15205166,6131643,5654848,99020,46112,163.65,66,60.86,4963,"Moderna, Pfizer/BioNTech"
"896","Italy",2020,12,2117009,23571,532965,74148,555,40694,40694,0,25901,8338,0.07,0.07,0,138,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"897","Italy",2021,1,2563829,11252,434597,88505,237,2042197,1396333,645880,59944,80776,3.38,2.31,1.07,1338,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"898","Italy",2021,10,4772315,4527,82786,132112,26,89952800,46636569,43116277,60710,156641,149.01,77.25,71.42,2595,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"899","Italy",2021,11,5028535,12752,194248,133838,92,96574290,47238117,44065691,416197,328804,159.98,78.25,73,5447,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"900","Italy",2021,12,5060415,16791,208856,134003,72,101515898,47596160,44281676,295382,430187,168.16,78.84,73.35,7126,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"901","Italy",2021,2,2936075,17446,402552,97701,193,4433065,2994320,1438769,78434,115570,7.34,4.96,2.38,1914,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"902","Italy",2021,3,3583599,22439,529415,109389,469,10507096,7237616,3269637,307438,253128,17.41,11.99,5.42,4193,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"903","Italy",2021,4,4022840,13446,402963,120905,271,20296916,14311092,6051616,530074,406856,33.62,23.71,10.02,6740,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"904","Italy",2021,5,4217995,1816,196525,126147,84,35407278,23796962,12271389,480471,514822,58.65,39.42,20.33,8528,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"905","Italy",2021,6,4260552,773,51062,127588,26,52121654,34416842,18946803,573958,559413,86.34,57.01,31.39,9267,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"906","Italy",2021,7,4350673,6512,87905,128088,18,68836729,38549353,31650094,432697,504498,114.03,63.86,52.43,8357,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"907","Italy",2021,8,4540630,5491,138512,129273,63,78040709,42711293,36777828,324323,275924,129.28,70.75,60.92,4571,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"908","Italy",2021,9,4672703,3802,94648,130929,51,84937072,45260723,41051646,203995,198976,140.7,74.98,68,3296,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"909","Jamaica",2021,10,89014,107,28874,2236,7,919992,591859,378054,3451,3766,30.94,19.9,12.71,1267,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"910","Jamaica",2021,11,91249,27,26215,2392,1,1108662,667252,509116,3167,3778,37.29,22.44,17.12,1271,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"911","Jamaica",2021,12,91304,32,26200,2402,6,1158552,694626,536572,8552,5010,38.96,23.36,18.05,1685,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"912","Jamaica",2021,3,39237,389,21043,596,9,0,0,0,0,1358,0,0,0,457,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"913","Jamaica",2021,4,45578,164,23741,778,8,0,0,0,0,570,0,0,0,192,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"914","Jamaica",2021,5,48557,90,22311,948,3,0,0,0,0,1076,0,0,0,362,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"915","Jamaica",2021,6,50124,44,18975,1075,10,0,0,0,0,3092,0,0,0,1040,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"916","Jamaica",2021,7,52895,211,4726,1190,3,0,0,0,0,4933,0,0,0,1659,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"917","Jamaica",2021,8,68131,729,18304,1518,8,542888,402601,144372,0,10747,18.26,13.54,4.86,3614,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"918","Jamaica",2021,9,83737,251,29051,1869,9,0,0,0,0,8273,0,0,0,2782,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"919","Japan",2021,10,1722635,312,4173,18261,8,189319619,98090221,91229398,0,605801,150.19,77.82,72.38,4806,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"920","Japan",2021,11,1727221,78,856,18359,1,197266161,99812942,97453219,164492,135228,156.5,79.18,77.31,1073,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"921","Japan",2021,12,1727430,126,849,18362,2,198014376,100036244,97941682,75716,84461,157.09,79.36,77.7,670,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"922","Japan",2021,2,432762,1204,14598,7860,53,0,0,0,0,3009,0,0,0,24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"923","Japan",2021,3,473234,1942,18022,9113,27,1002739,877159,125580,53008,37366,0.8,0.7,0.1,296,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"924","Japan",2021,4,588338,5911,57841,10194,87,4365615,3322617,1042998,348104,198351,3.46,2.64,0.83,1574,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"925","Japan",2021,5,746703,3319,56219,12967,47,16659793,12644814,4014979,892957,684049,13.22,10.03,3.19,5427,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"926","Japan",2021,6,800069,1383,16848,14740,35,50966868,33225486,17741382,1425453,1352440,40.43,26.36,14.07,10729,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"927","Japan",2021,7,915665,10494,63482,15184,11,89081552,51242500,37839052,1250268,1190234,70.67,40.65,30.02,9442,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"928","Japan",2021,8,1471969,12782,221455,15994,48,130900617,72392138,58508479,2140754,1239656,103.85,57.43,46.42,9835,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"929","Japan",2021,9,1703823,2088,29871,17605,54,164859014,89154655,75704359,1120794,1185588,130.79,70.73,60.06,9406,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"930","Jordan",2021,1,326855,1181,7958,4316,12,40000,40000,0,0,1250,0.39,0.39,0,122,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"931","Jordan",2021,10,862541,1723,21052,11038,10,7476831,3950145,3526686,18143,17437,72.81,38.47,34.34,1698,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"932","Jordan",2021,11,953943,4977,55261,11608,24,7884721,4137286,3747435,14796,13683,76.78,40.29,36.49,1332,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"933","Jordan",2021,12,963655,4665,57917,11661,28,8033715,4220599,3813116,11219,14999,78.23,41.1,37.13,1461,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"934","Jordan",2021,2,391090,4594,37790,4701,26,0,0,0,0,11549,0,0,0,1125,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"935","Jordan",2021,3,611577,6570,91575,6858,111,0,0,0,0,14783,0,0,0,1440,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"936","Jordan",2021,4,711373,1556,20034,8836,35,0,0,0,0,20992,0,0,0,2044,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"937","Jordan",2021,5,736534,723,11276,9462,10,0,0,0,0,53047,0,0,0,5166,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"938","Jordan",2021,6,751404,518,6560,9750,7,3907618,2488769,1418849,0,87729,38.05,24.24,13.82,8543,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"939","Jordan",2021,7,770712,562,10162,10032,12,5214727,2989511,2225216,40862,66539,50.78,29.11,21.67,6480,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"940","Jordan",2021,8,797126,867,11429,10411,13,6422943,3472046,2950897,0,33881,62.55,33.81,28.74,3299,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"941","Jordan",2021,9,823919,1027,12456,10718,8,7002305,3713321,3288984,26015,17071,68.19,36.16,32.03,1662,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"942","Kazakhstan",2021,1,186711,1342,16770,2027,9,0,0,0,0,0,0,0,0,0,"QazVac, Sinopharm/Beijing, Sputnik V"
"943","Kazakhstan",2021,10,939217,1526,41146,12096,17,15782394,8291167,7491227,32230,43536,83.09,43.65,39.44,2292,"QazVac, Sinopharm/Beijing, Sputnik V"
"944","Kazakhstan",2021,11,971541,654,22895,12696,18,16787821,8721768,8066053,10915,26558,88.38,45.92,42.46,1398,"QazVac, Sinopharm/Beijing, Sputnik V"
"945","Kazakhstan",2021,12,973045,753,21994,12716,13,17123916,8846068,8277848,28566,26672,90.15,46.57,43.58,1404,"QazVac, Sinopharm/Beijing, Sputnik V"
"946","Kazakhstan",2021,2,212809,791,13997,2269,8,0,0,0,0,2247,0,0,0,118,"QazVac, Sinopharm/Beijing, Sputnik V"
"947","Kazakhstan",2021,3,244981,1663,23344,2543,17,0,0,0,0,11969,0,0,0,630,"QazVac, Sinopharm/Beijing, Sputnik V"
"948","Kazakhstan",2021,4,319818,2853,42738,3165,30,0,0,0,0,92976,0,0,0,4895,"QazVac, Sinopharm/Beijing, Sputnik V"
"949","Kazakhstan",2021,5,386549,1405,26613,3955,20,3170032,2114112,1055920,0,36483,16.69,11.13,5.56,1921,"QazVac, Sinopharm/Beijing, Sputnik V"
"950","Kazakhstan",2021,6,423137,2016,23526,4349,13,5335768,3335172,2000596,134601,103506,28.09,17.56,10.53,5449,"QazVac, Sinopharm/Beijing, Sputnik V"
"951","Kazakhstan",2021,7,572576,7691,93366,5866,86,9101581,5370661,3730920,147796,118954,47.92,28.27,19.64,6262,"QazVac, Sinopharm/Beijing, Sputnik V"
"952","Kazakhstan",2021,8,789471,4322,106538,9304,82,11995502,6629678,5365824,45455,73122,63.15,34.9,28.25,3850,"QazVac, Sinopharm/Beijing, Sputnik V"
"953","Kazakhstan",2021,9,884886,2252,52916,11178,36,14168795,7623541,6545254,73680,67229,74.59,40.13,34.46,3539,"QazVac, Sinopharm/Beijing, Sputnik V"
"954","Kenya",2021,10,253310,17,1200,5281,5,5321880,3688884,1632996,14699,53920,9.68,6.71,2.97,981,"Oxford/AstraZeneca, Sputnik V"
"955","Kenya",2021,11,255088,109,1435,5335,1,7175590,4658835,2759827,111663,82570,13.05,8.47,5.02,1502,"Oxford/AstraZeneca, Sputnik V"
"956","Kenya",2021,12,255260,96,1549,5335,0,8141817,5419540,3235498,114885,88019,14.81,9.86,5.88,1601,"Oxford/AstraZeneca, Sputnik V"
"957","Kenya",2021,3,134058,1412,6930,2153,6,161771,161771,0,0,13953,0.29,0.29,0,254,"Oxford/AstraZeneca, Sputnik V"
"958","Kenya",2021,4,159318,497,10197,2724,17,0,0,0,0,11944,0,0,0,217,"Oxford/AstraZeneca, Sputnik V"
"959","Kenya",2021,5,170735,88,10000,3172,15,969692,969489,203,0,2168,1.76,1.76,0,39,"Oxford/AstraZeneca, Sputnik V"
"960","Kenya",2021,6,184161,558,11048,3634,13,1378585,1008120,370465,43836,25323,2.51,1.83,0.67,461,"Oxford/AstraZeneca, Sputnik V"
"961","Kenya",2021,7,203213,1259,10346,3931,5,0,0,0,0,6919,0,0,0,126,"Oxford/AstraZeneca, Sputnik V"
"962","Kenya",2021,8,235863,565,7500,4726,6,2773239,1968656,804583,20973,38863,5.04,3.58,1.46,707,"Oxford/AstraZeneca, Sputnik V"
"963","Kenya",2021,9,249434,260,2791,5123,4,3761876,2856972,904904,49846,36291,6.84,5.2,1.65,660,"Oxford/AstraZeneca, Sputnik V"
"964","Kuwait",2020,12,150584,286,3133,934,1,0,0,0,0,1121,0,0,0,259,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"965","Kuwait",2021,1,165257,635,6367,959,0,0,0,0,0,5320,0,0,0,1229,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"966","Kuwait",2021,10,412678,25,360,2461,0,0,0,0,0,36209,0,0,0,8365,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"967","Kuwait",2021,11,413362,35,270,2465,0,6578646,3304574,3165385,0,36209,151.98,76.34,73.13,8365,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"968","Kuwait",2021,12,413419,36,291,2465,0,6636245,3314143,3179881,0,7482,153.31,76.56,73.46,1729,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"969","Kuwait",2021,2,190852,962,10560,1083,5,0,0,0,0,8810,0,0,0,2035,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"970","Kuwait",2021,3,232103,1282,14210,1313,5,0,0,0,0,10467,0,0,0,2418,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"971","Kuwait",2021,4,273991,1429,15167,1563,9,0,0,0,0,34841,0,0,0,8049,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"972","Kuwait",2021,5,309222,1410,13551,1772,1,0,0,0,0,11572,0,0,0,2673,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"973","Kuwait",2021,6,356687,1836,18596,1969,8,0,0,0,0,11572,0,0,0,2673,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"974","Kuwait",2021,7,397831,733,11449,2320,6,0,0,0,0,6967,0,0,0,1610,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"975","Kuwait",2021,8,409860,124,2373,2419,1,0,0,0,0,36209,0,0,0,8365,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"976","Kuwait",2021,9,411655,50,661,2449,1,0,0,0,0,36209,0,0,0,8365,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"977","Kyrgyzstan",2021,10,181259,73,2942,2671,3,1741064,983749,754624,12094,10561,26.27,14.84,11.38,1593,"Sinopharm/Beijing, Sputnik V"
"978","Kyrgyzstan",2021,11,183351,66,2375,2746,3,2021768,1120234,895200,10021,8995,30.5,16.9,13.51,1357,"Sinopharm/Beijing, Sputnik V"
"979","Kyrgyzstan",2021,12,183460,56,2304,2752,3,2104710,1160413,936474,768,7261,31.75,17.51,14.13,1095,"Sinopharm/Beijing, Sputnik V"
"980","Kyrgyzstan",2021,3,88374,98,2066,1499,1,0,0,0,0,72,0,0,0,11,"Sinopharm/Beijing, Sputnik V"
"981","Kyrgyzstan",2021,4,95275,331,4480,1604,6,0,0,0,0,1485,0,0,0,224,"Sinopharm/Beijing, Sputnik V"
"982","Kyrgyzstan",2021,5,104729,174,4377,1808,5,0,0,0,0,3704,0,0,0,559,"Sinopharm/Beijing, Sputnik V"
"983","Kyrgyzstan",2021,6,125003,1965,12921,2000,8,0,0,0,0,9763,0,0,0,1473,"Sinopharm/Beijing, Sputnik V"
"984","Kyrgyzstan",2021,7,162892,919,16003,2325,14,570564,453881,116456,8036,13460,8.61,6.85,1.76,2031,"Sinopharm/Beijing, Sputnik V"
"985","Kyrgyzstan",2021,8,175734,145,3429,2528,4,1141442,685629,453130,15479,14040,17.22,10.34,6.84,2118,"Sinopharm/Beijing, Sputnik V"
"986","Kyrgyzstan",2021,9,178532,88,2719,2607,2,1459330,832011,622326,10913,9558,22.02,12.55,9.39,1442,"Sinopharm/Beijing, Sputnik V"
"987","Laos",2021,10,40271,685,33648,65,3,0,0,0,0,18536,0,0,0,2512,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V"
"988","Laos",2021,11,73738,1291,66229,170,4,5830021,3744740,3099003,0,18536,79,50.75,42,2512,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V"
"989","Laos",2021,3,49,0,4,0,0,0,0,0,0,3397,0,0,0,460,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V"
"990","Laos",2021,4,757,85,706,0,0,0,0,0,0,14728,0,0,0,1996,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V"
"991","Laos",2021,5,1912,1,366,3,0,865694,638377,227317,0,18498,11.73,8.65,3.08,2507,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V"
"992","Laos",2021,6,2121,20,132,3,0,0,0,0,0,20851,0,0,0,2826,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V"
"993","Laos",2021,7,6299,380,3488,7,1,2050711,1179668,988156,0,19541,27.79,15.99,13.39,2648,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V"
"994","Laos",2021,8,15015,199,9961,14,0,4238543,2443845,1794698,33506,51982,57.44,33.12,24.32,7044,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V"
"995","Laos",2021,9,23846,358,18259,19,2,0,2983763,2080368,0,18536,0,40.43,28.19,2512,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V"
"996","Latvia",2020,12,40904,1861,12128,635,9,2331,2331,0,7,329,0.12,0.12,0,176,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"997","Latvia",2021,1,66241,533,10360,1195,15,24218,17437,6783,350,689,1.3,0.93,0.36,369,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"998","Latvia",2021,10,219139,1800,35528,3253,16,1948329,1161566,1014966,2773,10840,104.36,62.22,54.37,5806,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"999","Latvia",2021,11,253659,931,12483,4179,24,2200330,1276469,1192058,6441,6270,117.86,68.37,63.85,3358,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1000","Latvia",2021,12,255402,712,11705,4232,19,2244035,1291259,1225606,3162,3585,120.2,69.16,65.65,1920,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1001","Latvia",2021,2,86186,376,9313,1618,4,63849,46559,17294,140,2420,3.42,2.49,0.93,1296,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1002","Latvia",2021,3,102363,630,6833,1899,6,143092,118324,24784,5852,3324,7.66,6.34,1.33,1780,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1003","Latvia",2021,4,118558,763,8726,2131,6,322597,267566,55399,11577,8655,17.28,14.33,2.97,4636,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1004","Latvia",2021,5,133199,101,5111,2376,6,765406,508362,276065,13048,16928,41,27.23,14.79,9067,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1005","Latvia",2021,6,137429,100,988,2513,5,1121234,624489,551205,14751,7631,60.06,33.45,29.52,4087,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1006","Latvia",2021,7,138863,64,724,2556,0,1321654,735064,683251,3854,5242,70.79,39.37,36.6,2808,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1007","Latvia",2021,8,142637,237,2451,2578,5,1477073,825922,761123,6172,5183,79.12,44.24,40.77,2776,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1008","Latvia",2021,9,158291,1208,9125,2717,11,1637472,915284,855852,8193,6570,87.71,49.03,45.84,3519,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1009","Lebanon",2021,10,642024,685,17787,8502,7,0,0,0,0,16939,0,0,0,2502,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1010","Lebanon",2021,11,670656,2051,28632,8725,9,3601289,1915051,1686238,14115,9539,53.2,28.29,24.91,1409,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1011","Lebanon",2021,12,674000,1452,30953,8745,10,3774039,2032498,1741541,12744,17219,55.75,30.03,25.73,2544,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1012","Lebanon",2021,2,375050,2258,78768,4692,40,40593,0,0,5602,3895,0.6,0,0,575,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1013","Lebanon",2021,3,468400,3393,91479,6234,50,216286,133294,82992,8639,7182,3.2,1.97,1.23,1061,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1014","Lebanon",2021,4,526578,1001,58178,7278,29,461726,293260,168466,566,9626,6.82,4.33,2.49,1422,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1015","Lebanon",2021,5,540388,111,12880,7729,6,774435,521645,252790,22263,13751,11.44,7.71,3.73,2031,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1016","Lebanon",2021,6,544866,161,4478,7851,3,1349156,909523,439633,36302,24807,19.93,13.44,6.49,3665,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1017","Lebanon",2021,7,561380,984,16363,7906,3,1946891,1113441,833450,1964,22912,28.76,16.45,12.31,3385,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1018","Lebanon",2021,8,602266,1040,39739,8053,5,2457930,1367317,1090613,22349,15739,36.31,20.2,16.11,2325,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1019","Lebanon",2021,9,624230,621,21964,8325,9,2914325,1609654,1304671,20536,15391,43.05,23.78,19.27,2274,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1020","Lesotho",2021,10,21635,1,8492,658,0,0,0,0,0,6167,0,0,0,2856,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1021","Lesotho",2021,11,21779,0,7428,662,0,0,0,0,0,867,0,0,0,402,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1022","Lesotho",2021,12,21807,0,7437,663,0,635881,626669,618414,0,867,29.45,29.02,28.64,402,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1023","Lesotho",2021,3,15783,29,8024,495,0,0,0,0,0,410,0,0,0,190,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1024","Lesotho",2021,4,15818,0,5139,497,0,0,0,0,0,666,0,0,0,308,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1025","Lesotho",2021,5,15965,0,4999,513,0,0,0,0,0,435,0,0,0,201,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1026","Lesotho",2021,6,16719,0,5727,518,0,0,0,0,0,435,0,0,0,201,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1027","Lesotho",2021,7,19024,0,7632,592,5,0,0,0,0,960,0,0,0,445,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1028","Lesotho",2021,8,21218,0,9489,632,0,0,0,0,0,16593,0,0,0,7685,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1029","Lesotho",2021,9,21262,12,9187,632,0,0,0,0,0,2877,0,0,0,1333,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1030","Liberia",2021,10,5812,0,67,287,0,438430,365900,344837,0,9400,8.46,7.06,6.66,1815,"Oxford/AstraZeneca"
"1031","Liberia",2021,11,5824,1,14,287,0,597913,506647,476276,0,690,11.54,9.78,9.19,133,"Oxford/AstraZeneca"
"1032","Liberia",2021,5,2191,12,65,86,0,56144,56144,0,0,360,1.08,1.08,0,69,"Oxford/AstraZeneca"
"1033","Liberia",2021,6,4093,193,1619,128,1,0,0,0,0,1108,0,0,0,214,"Oxford/AstraZeneca"
"1034","Liberia",2021,7,5456,0,96,218,0,0,0,0,0,114,0,0,0,22,"Oxford/AstraZeneca"
"1035","Liberia",2021,8,5722,24,101,283,23,0,0,0,0,114,0,0,0,22,"Oxford/AstraZeneca"
"1036","Liberia",2021,9,5799,2,55,286,1,0,0,0,0,114,0,0,0,22,"Oxford/AstraZeneca"
"1037","Libya",2021,10,357338,683,55244,5099,21,1988280,1545739,442541,0,17758,28.57,22.21,6.36,2552,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1038","Libya",2021,11,372636,427,21194,5456,8,0,0,0,0,11995,0,0,0,1724,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1039","Libya",2021,12,373739,529,18024,5476,10,2485598,1759338,726260,0,15514,35.72,25.28,10.44,2229,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
